,strategy,factor,CAGR,daily_sharpe,max_drawdown,avg_drawdown,win_ratio,ytd,MA,std
176,p_20_0_1_v_5_0_5,半導體&p_ic,0.01137318846276636,122.6,-0.3620162951688798,-0.1528887737882823,0.430939226519337,0.0,20,0.5
177,p_20_0_1_v_5_0_6,半導體&p_ic,0.010349566176367953,122.76,-0.36653454880834446,-0.16229334915965363,0.43370165745856354,0.0,20,0.6
178,p_20_0_1_v_5_0_7,半導體&p_ic,0.010632201218510717,122.58,-0.3787906179295665,-0.1601047538218577,0.4301369863013699,0.0,20,0.7
179,p_20_0_1_v_5_0_8,半導體&p_ic,0.008370122219922171,126.57,-0.37664217696558566,-0.17249165339642375,0.4305555555555556,0.0,20,0.8
180,p_40_0_1_v_5_0_4,半導體&p_ic,0.014698511287856375,133.12,-0.3940837299418536,-0.15938764542155728,0.4332344213649852,0.0,40,0.4
181,p_40_0_1_v_5_0_5,半導體&p_ic,0.016451553872508073,129.62,-0.3827049522689797,-0.14157100552068524,0.4306784660766962,0.0,40,0.5
182,p_40_0_1_v_5_0_6,半導體&p_ic,0.01570828364373278,121.49,-0.36653454880834424,-0.13985825578320296,0.4365781710914454,0.0,40,0.6
183,p_40_0_1_v_5_0_7,半導體&p_ic,0.01564061486415147,121.89,-0.37879061792956625,-0.141080459562903,0.43478260869565216,0.0,40,0.7
184,p_40_0_1_v_5_0_8,半導體&p_ic,0.011687670731075794,130.25,-0.3766421769655851,-0.164823991453171,0.4318840579710145,0.0,40,0.8
185,p_60_0_1_v_5_0_4,半導體&p_ic,0.016843204437166248,124.61,-0.40207047987646527,-0.1705903835461851,0.43670886075949367,0.0,60,0.4
186,p_60_0_1_v_5_0_5,半導體&p_ic,0.016346819171182414,124.79,-0.39060218168935057,-0.1682029136407327,0.4409937888198758,0.0,60,0.5
187,p_60_0_1_v_5_0_6,半導體&p_ic,0.016667695056257203,124.84,-0.36687581160131366,-0.1638301706005941,0.4434250764525994,0.0,60,0.6
188,p_60_0_1_v_5_0_7,半導體&p_ic,0.01254879426706923,126.82,-0.37879061792956625,-0.1742183847502111,0.4427710843373494,0.0,60,0.7
189,p_60_0_1_v_5_0_8,半導體&p_ic,0.011236267810325717,127.56,-0.3766421769655851,-0.1838708942044002,0.437125748502994,0.0,60,0.8
190,p_80_0_1_v_5_0_4,半導體&p_ic,0.01794186228934147,127.34,-0.3827049522689797,-0.13507069912586198,0.4382716049382716,0.0,80,0.4
191,p_80_0_1_v_5_0_5,半導體&p_ic,0.01878939711098715,124.71,-0.36767343517521756,-0.13119649855349846,0.43636363636363634,0.0,80,0.5
192,p_80_0_1_v_5_0_6,半導體&p_ic,0.01432706916165749,127.41,-0.3440267448261264,-0.15608714141645194,0.4332344213649852,0.0,80,0.6
193,p_80_0_1_v_5_0_7,半導體&p_ic,0.012994304091900055,130.92,-0.35819489748382405,-0.16256079639705895,0.43478260869565216,0.0,80,0.7
194,p_80_0_1_v_5_0_8,半導體&p_ic,0.016265633996223938,127.87,-0.35819489748382405,-0.14158264956098784,0.4314868804664723,0.0,80,0.8
195,p_100_0_1_v_5_0_4,半導體&p_ic,0.022792514646092776,112.22,-0.3827049522689797,-0.10379490700010832,0.44171779141104295,0.0,100,0.4
196,p_100_0_1_v_5_0_5,半導體&p_ic,0.020011728223933378,116.48,-0.3827049522689797,-0.11826453963756703,0.43962848297213625,0.0,100,0.5
197,p_100_0_1_v_5_0_6,半導體&p_ic,0.018781869219910652,119.2,-0.35819489748382405,-0.1296011085804591,0.4369230769230769,0.0,100,0.6
198,p_100_0_1_v_5_0_7,半導體&p_ic,0.019404829584411365,117.78,-0.36516812030113,-0.13324535474656504,0.44108761329305135,0.0,100,0.7
199,p_100_0_1_v_5_0_8,半導體&p_ic,0.019081151209908498,119.08,-0.3598920799662936,-0.13606612795531772,0.44144144144144143,0.0,100,0.8
200,p_20_0_1_v_5_0_4,居家生活&roe,-0.0035880749473751195,91.79,-0.35663331583542457,-0.155112971495594,0.4827586206896552,0.0,20,0.4
201,p_20_0_1_v_5_0_5,居家生活&roe,-0.0035880749473751195,91.79,-0.35663331583542457,-0.155112971495594,0.4827586206896552,0.0,20,0.5
202,p_20_0_1_v_5_0_6,居家生活&roe,-0.0037160150329289543,94.14,-0.3487050130963838,-0.15072622916161196,0.52,0.0,20,0.6
203,p_20_0_1_v_5_0_7,居家生活&roe,-0.0037160150329289543,94.14,-0.3487050130963838,-0.15072622916161196,0.52,0.0,20,0.7
204,p_20_0_1_v_5_0_8,居家生活&roe,-0.003015364129895559,93.38,-0.34870501309638346,-0.14557930906930547,0.5185185185185185,0.0,20,0.8
205,p_40_0_1_v_5_0_4,居家生活&roe,-0.012633897536866057,142.64,-0.35663331583542457,-0.18553049183149647,0.48,0.0,40,0.4
206,p_40_0_1_v_5_0_5,居家生活&roe,-0.012633897536866057,142.64,-0.35663331583542457,-0.18553049183149647,0.48,0.0,40,0.5
207,p_40_0_1_v_5_0_6,居家生活&roe,-0.012856234010201084,145.18,-0.35663331583542457,-0.1857014632110758,0.4782608695652174,0.0,40,0.6
208,p_40_0_1_v_5_0_7,居家生活&roe,-0.012856234010201084,145.18,-0.35663331583542457,-0.1857014632110758,0.4782608695652174,0.0,40,0.7
209,p_40_0_1_v_5_0_8,居家生活&roe,-0.010955086162754202,140.97,-0.3344996063694142,-0.1675776807917552,0.5,0.0,40,0.8
210,p_60_0_1_v_5_0_4,居家生活&roe,-0.00896388137396098,129.75,-0.34333323582403996,-0.13741279967274508,0.5,0.0,60,0.4
211,p_60_0_1_v_5_0_5,居家生活&roe,-0.008237627305256567,128.81,-0.33482191532891015,-0.13656832804463387,0.52,0.0,60,0.5
212,p_60_0_1_v_5_0_6,居家生活&roe,-0.008237627305256567,128.81,-0.33482191532891015,-0.13656832804463387,0.52,0.0,60,0.6
213,p_60_0_1_v_5_0_7,居家生活&roe,-0.008237627305256567,128.81,-0.33482191532891015,-0.13656832804463387,0.52,0.0,60,0.7
214,p_60_0_1_v_5_0_8,居家生活&roe,-0.008237627305256567,128.81,-0.33482191532891015,-0.13656832804463387,0.52,0.0,60,0.8
215,p_80_0_1_v_5_0_4,居家生活&roe,0.008074126240164237,71.72,-0.3433332358240395,-0.09566920620994236,0.5,0.0,80,0.4
216,p_80_0_1_v_5_0_5,居家生活&roe,0.008812866152845267,71.32,-0.3348219153289095,-0.09482473458183113,0.52,0.0,80,0.5
217,p_80_0_1_v_5_0_6,居家生活&roe,0.008812866152845267,71.32,-0.3348219153289095,-0.09482473458183113,0.52,0.0,80,0.6
218,p_80_0_1_v_5_0_7,居家生活&roe,0.008812866152845267,71.32,-0.3348219153289095,-0.09482473458183113,0.52,0.0,80,0.7
219,p_80_0_1_v_5_0_8,居家生活&roe,0.008812866152845267,71.32,-0.3348219153289095,-0.09482473458183113,0.52,0.0,80,0.8
220,p_100_0_1_v_5_0_4,居家生活&roe,0.012700511441839701,70.77,-0.30175114589324514,-0.09247709841361382,0.52,0.0,100,0.4
221,p_100_0_1_v_5_0_5,居家生活&roe,0.012700511441839701,70.77,-0.30175114589324514,-0.09247709841361382,0.52,0.0,100,0.5
222,p_100_0_1_v_5_0_6,居家生活&roe,0.013442641676036704,70.29,-0.30175114589324514,-0.0915912526000074,0.5416666666666666,0.0,100,0.6
223,p_100_0_1_v_5_0_7,居家生活&roe,0.013442641676036704,70.29,-0.30175114589324514,-0.0915912526000074,0.5416666666666666,0.0,100,0.7
224,p_100_0_1_v_5_0_8,居家生活&roe,0.013442641676036704,70.29,-0.30175114589324514,-0.0915912526000074,0.5416666666666666,0.0,100,0.8
225,p_20_0_1_v_5_0_4,半導體&ps,0.03146459607628005,73.51,-0.3878304682813273,-0.09502113837826881,0.3888888888888889,0.0,20,0.4
226,p_20_0_1_v_5_0_5,半導體&ps,0.02737001892531521,73.61,-0.38783046828132706,-0.09591803472229367,0.38661710037174724,0.0,20,0.5
227,p_20_0_1_v_5_0_6,半導體&ps,0.02692355622354281,72.98,-0.40185072685347445,-0.09952793250988481,0.3903345724907063,0.0,20,0.6
228,p_20_0_1_v_5_0_7,半導體&ps,0.027702364503590537,71.51,-0.4054952707152786,-0.09923684440395067,0.3917910447761194,0.0,20,0.7
229,p_20_0_1_v_5_0_8,半導體&ps,0.03063040909100856,69.83,-0.40549527071527824,-0.10049045466124237,0.3886792452830189,0.0,20,0.8
230,p_40_0_1_v_5_0_4,半導體&ps,0.019948105744161504,86.55,-0.38983878054443766,-0.10615651261433363,0.3784860557768924,0.0,40,0.4
231,p_40_0_1_v_5_0_5,半導體&ps,0.023105557812177047,79.72,-0.38816875094377923,-0.10018206954010359,0.3843137254901961,0.0,40,0.5
232,p_40_0_1_v_5_0_6,半導體&ps,0.022612391553599176,78.07,-0.35243524838830087,-0.10434577054800279,0.39763779527559057,0.0,40,0.6
233,p_40_0_1_v_5_0_7,半導體&ps,0.02661323653098213,71.41,-0.40549527071527847,-0.10059177759292694,0.40384615384615385,0.0,40,0.7
234,p_40_0_1_v_5_0_8,半導體&ps,0.030146681786876295,71.22,-0.40549527071527847,-0.0992653692594571,0.4,0.0,40,0.8
235,p_60_0_1_v_5_0_4,半導體&ps,0.01967971040775396,80.0,-0.4176913730972327,-0.11770227859864381,0.37815126050420167,0.0,60,0.4
236,p_60_0_1_v_5_0_5,半導體&ps,0.021584441165035884,77.31,-0.4176913730972327,-0.11157315936972698,0.3891213389121339,0.0,60,0.5
237,p_60_0_1_v_5_0_6,半導體&ps,0.026011026918223212,70.76,-0.3765748924085349,-0.10616704361693817,0.40329218106995884,0.0,60,0.6
238,p_60_0_1_v_5_0_7,半導體&ps,0.03288379526290863,62.38,-0.40549527071527836,-0.10225065761817612,0.4163265306122449,0.0,60,0.7
239,p_60_0_1_v_5_0_8,半導體&ps,0.03277770611836228,61.63,-0.40549527071527836,-0.10205983673586799,0.4139344262295082,0.0,60,0.8
240,p_80_0_1_v_5_0_4,半導體&ps,0.016221339597434214,110.03,-0.3814133988780114,-0.10426841564689211,0.36403508771929827,0.0,80,0.4
241,p_80_0_1_v_5_0_5,半導體&ps,0.016359289444194625,102.96,-0.3814133988780112,-0.10284186393066305,0.37130801687763715,0.0,80,0.5
242,p_80_0_1_v_5_0_6,半導體&ps,0.022174451940331963,83.69,-0.34280972428761713,-0.0947731323959247,0.3868312757201646,0.0,80,0.6
243,p_80_0_1_v_5_0_7,半導體&ps,0.030178834264802168,67.43,-0.3836532122450319,-0.0884686646490189,0.4024390243902439,0.0,80,0.7
244,p_80_0_1_v_5_0_8,半導體&ps,0.030455199660828658,64.81,-0.383653212245032,-0.08630973497132671,0.3958333333333333,0.0,80,0.8
245,p_100_0_1_v_5_0_4,半導體&ps,0.02112433220122134,86.4,-0.3906990982481937,-0.09003606317056784,0.36199095022624433,0.0,100,0.4
246,p_100_0_1_v_5_0_5,半導體&ps,0.020499023096953284,85.92,-0.39069909824819393,-0.09448411563192853,0.37168141592920356,0.0,100,0.5
247,p_100_0_1_v_5_0_6,半導體&ps,0.026404675367166286,71.72,-0.3784358886007816,-0.09506572436558605,0.3832599118942731,0.0,100,0.6
248,p_100_0_1_v_5_0_7,半導體&ps,0.03401947886243506,60.43,-0.3923711924719463,-0.08937769335221431,0.3922413793103448,0.0,100,0.7
249,p_100_0_1_v_5_0_8,半導體&ps,0.039493676874484906,59.76,-0.38365321224503224,-0.08646020313341102,0.3974358974358974,0.0,100,0.8
